Comment,Parameter
dn_prn,34.65944198
dn_sn,40.75260787
dsn_prn,13.52984061
g_n_prn,144.1446227
n_prn_gn,144.5052314
g_sn_gn,173.510952
n_prn_sn,111.6225913
prn_sn_ls,115.3302414
n_13_sn,26.34828474
sn_13_gn,29.12863303
prn_n_sn,16.98454334
dsn_gn,64.05050991
dch_gn,42.34187767
RP_GP,14.04397564
AB,[12.43102835]
AC,[34.27470382]
AB_1,53.02077677
D_AB,8.382283749
AB_2,96.87618177
D_AB2,13.82336334
dtr_n,72.72773098
d1_2,[12.91544188 53.04108656]
