Comment,Parameter
dn_prn,37.18679661
dn_sn,41.8685047
dsn_prn,10.06808617
g_n_prn,141.3652019
n_prn_gn,130.8825562
g_sn_gn,158.9206145
n_prn_sn,107.4919838
prn_sn_ls,114.6278368
n_13_sn,29.3526597
sn_13_gn,44.52488047
prn_n_sn,17.22660341
dsn_gn,69.47950781
dch_gn,42.53710776
RP_GP,15.10212926
AB,[17.34403093]
AC,[36.01678071]
AB_1,54.44153364
D_AB,9.698709166
AB_2,98.37284159
D_AB2,19.98627196
dtr_n,69.12600629
d1_2,
