Comment,Parameter
dn_prn,38.74182643
dn_sn,45.52371347
dsn_prn,11.38092837
g_n_prn,144.11439
n_prn_gn,138.7017355
g_sn_gn,168.164652
n_prn_sn,111.1458287
prn_sn_ls,127.579168
n_13_sn,6.1793571
sn_13_gn,4.998831391
prn_n_sn,17.58197294
dsn_gn,54.55423271
dch_gn,29.44196686
RP_GP,15.58692363
AB,[16.17149853]
AC,[37.54645472]
AB_1,58.44582535
D_AB,11.54897909
AB_2,100.1219751
D_AB2,17.28795565
dtr_n,71.00709655
d1_2,[18.9269787  38.22507462]
