Comment,Parameter
dn_prn,43.73288497
dn_sn,49.08473258
dsn_prn,9.893046877
g_n_prn,139.0011374
n_prn_gn,131.9307925
g_sn_gn,162.2048145
n_prn_sn,103.9500362
prn_sn_ls,129.7134222
n_13_sn,4.7272976
sn_13_gn,6.461612097
prn_n_sn,17.3846908
dsn_gn,57.58260618
dch_gn,32.97682292
RP_GP,16.48841146
AB,[20.88883407]
AC,[42.08801303]
AB_1,62.14086199
D_AB,14.29001659
AB_2,106.929507
D_AB2,22.10074863
dtr_n,62.90963142
d1_2,[11.28822015 54.66542569]
