Comment,Parameter
dn_prn,40.42546595
dn_sn,47.37001167
dsn_prn,14.12351272
g_n_prn,143.2061575
n_prn_gn,126.7188572
g_sn_gn,158.9267757
n_prn_sn,103.8198471
prn_sn_ls,128.3010913
n_13_sn,27.71273159
sn_13_gn,31.52685245
prn_n_sn,22.17595616
dsn_gn,60.11866917
dch_gn,33.74644631
RP_GP,13.49857852
AB,[22.51895643]
AC,[39.83603005]
AB_1,59.81426625
D_AB,15.54276675
AB_2,107.5072819
D_AB2,23.61203164
dtr_n,73.99220821
d1_2,[17.37317051 52.11951153]
